review_id,priority_score,reason_codes,doc_id,page_no,statement_type,row_label_raw,row_label_std,period_key,value_raw,value_num,provider,source_file,bbox,related_fact_ids,related_conflict_ids,related_validation_ids,mapping_candidates,evidence_cell_path,evidence_row_path,evidence_table_path,meta_json
REV00011,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,4,balance_sheet,固定资产:,固定资产,2022-12-31__期初数,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [392, 839, 507, 870], ""row_bbox"": [133, 839, 1080, 871], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000037""]",[],[],"ZT_045 固定资产净额 (prefix_suffix_heuristic,0.753); ZT_045 固定资产净额 (prefix_suffix_heuristic,0.753); ZT_045 固定资产净额 (prefix_suffix_heuristic,0.753)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00011_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00011_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00011_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:20-20:2-2""}"
REV00012,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,4,balance_sheet,固定资产:,固定资产,2022-12-31__期末数,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [507, 839, 614, 870], ""row_bbox"": [133, 839, 1080, 871], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000038""]",[],[],"ZT_045 固定资产净额 (prefix_suffix_heuristic,0.753); ZT_045 固定资产净额 (prefix_suffix_heuristic,0.753); ZT_045 固定资产净额 (prefix_suffix_heuristic,0.753)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00012_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00012_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00012_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:20-20:3-3""}"
REV00013,5.5,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",债务人审计报告-2022年,4,balance_sheet,固定资产原价,固定资产原价,2022-12-31__期初数,444，771，829.32,444771829.32,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [392, 870, 507, 900], ""row_bbox"": [133, 870, 1080, 901], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000039""]",[],"[""VAL000009""]","ZT_046 固定资产原值 (token_overlap,0.708); ZT_046 固定资产原值 (token_overlap,0.708); ZT_046 固定资产原值 (token_overlap,0.708)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00013_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00013_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00013_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:21-21:2-2""}"
REV00014,5.5,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",债务人审计报告-2022年,4,balance_sheet,固定资产原价,固定资产原价,2022-12-31__期末数,444，771，829.32,444771829.32,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [507, 870, 614, 900], ""row_bbox"": [133, 870, 1080, 901], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000040""]",[],"[""VAL000012""]","ZT_046 固定资产原值 (token_overlap,0.708); ZT_046 固定资产原值 (token_overlap,0.708); ZT_046 固定资产原值 (token_overlap,0.708)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00014_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00014_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00014_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:21-21:3-3""}"
REV00015,5.5,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",债务人审计报告-2022年,4,balance_sheet,减:累计折旧,减:累计折旧,2022-12-31__期初数,30，079，786.08,30079786.08,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [392, 900, 507, 930], ""row_bbox"": [133, 899, 1080, 930], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000041""]",[],"[""VAL000009""]","ZT_047 减:累计折旧 (exact_normalized_match,1.000); ZT_047 减:累计折旧 (exact_normalized_match,1.000); ZT_047 减:累计折旧 (exact_normalized_match,1.000)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00015_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00015_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00015_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:22-22:2-2""}"
REV00016,5.5,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",债务人审计报告-2022年,4,balance_sheet,减:累计折旧,减:累计折旧,2022-12-31__期末数,51，654，793.08,51654793.08,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [507, 900, 614, 930], ""row_bbox"": [133, 899, 1080, 930], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000042""]",[],"[""VAL000012""]","ZT_047 减:累计折旧 (exact_normalized_match,1.000); ZT_047 减:累计折旧 (exact_normalized_match,1.000); ZT_047 减:累计折旧 (exact_normalized_match,1.000)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00016_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00016_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00016_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:22-22:3-3""}"
REV00017,5.5,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",债务人审计报告-2022年,4,balance_sheet,固定资产净值,固定资产净值,2022-12-31__期初数,414，692，043.24,414692043.24,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [392, 930, 507, 960], ""row_bbox"": [133, 929, 1080, 960], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000043""]",[],"[""VAL000009""]","ZT_045 固定资产净额 (token_overlap,0.708); ZT_045 固定资产净额 (token_overlap,0.708); ZT_045 固定资产净额 (token_overlap,0.708)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00017_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00017_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00017_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:23-23:2-2""}"
REV00018,5.5,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",债务人审计报告-2022年,4,balance_sheet,固定资产净值,固定资产净值,2022-12-31__期末数,393，117，036.24,393117036.24,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [507, 930, 614, 960], ""row_bbox"": [133, 929, 1080, 960], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000044""]",[],"[""VAL000012""]","ZT_045 固定资产净额 (token_overlap,0.708); ZT_045 固定资产净额 (token_overlap,0.708); ZT_045 固定资产净额 (token_overlap,0.708)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00018_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00018_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00018_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:23-23:3-3""}"
REV00019,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,4,balance_sheet,减:固定资产减值准备,减:固定资产减值准备,2022-12-31__期初数,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [392, 960, 507, 991], ""row_bbox"": [133, 959, 1080, 991], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000045""]",[],[],"ZT_048 减:固定资产减值准备 (exact_normalized_match,1.000); ZT_048 减:固定资产减值准备 (exact_normalized_match,1.000); ZT_048 减:固定资产减值准备 (exact_normalized_match,1.000)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00019_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00019_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00019_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:24-24:2-2""}"
REV00020,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,4,balance_sheet,减:固定资产减值准备,减:固定资产减值准备,2022-12-31__期末数,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [505, 960, 614, 991], ""row_bbox"": [133, 959, 1080, 991], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000046""]",[],[],"ZT_048 减:固定资产减值准备 (exact_normalized_match,1.000); ZT_048 减:固定资产减值准备 (exact_normalized_match,1.000); ZT_048 减:固定资产减值准备 (exact_normalized_match,1.000)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00020_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00020_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00020_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:24-24:3-3""}"
REV00021,3.0,"[""validation:subtotal_check:fail""]",债务人审计报告-2022年,4,balance_sheet,固定资产净额,固定资产净额,2022-12-31__期初数,414，692，043.24,414692043.24,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [392, 991, 505, 1020], ""row_bbox"": [133, 989, 1080, 1021], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000047""]",[],"[""VAL000009""]",,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00021_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00021_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00021_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:25-25:2-2""}"
REV00022,3.0,"[""validation:subtotal_check:fail""]",债务人审计报告-2022年,4,balance_sheet,固定资产净额,固定资产净额,2022-12-31__期末数,393，117，036.24,393117036.24,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [505, 989, 614, 1020], ""row_bbox"": [133, 989, 1080, 1021], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000048""]",[],"[""VAL000012""]",,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00022_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00022_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00022_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:25-25:3-3""}"
REV00023,5.5,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",债务人审计报告-2022年,4,balance_sheet,固定资产合计,固定资产合计,2022-12-31__期初数,414，692，043.24,414692043.24,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [392, 1110, 505, 1141], ""row_bbox"": [133, 1109, 1077, 1141], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000055""]",[],"[""VAL000009""]","ZT_044 固定资产及清理合计 (token_overlap,0.673); ZT_044 固定资产及清理合计 (token_overlap,0.673); ZT_044 固定资产及清理合计 (token_overlap,0.673)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00023_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00023_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00023_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:29-29:2-2""}"
REV00024,5.5,"[""mapping:unmapped"",""validation:subtotal_check:fail""]",债务人审计报告-2022年,4,balance_sheet,固定资产合计,固定资产合计,2022-12-31__期末数,393，117，036.24,393117036.24,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [505, 1110, 614, 1141], ""row_bbox"": [133, 1109, 1077, 1141], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000056""]",[],"[""VAL000012""]","ZT_044 固定资产及清理合计 (token_overlap,0.673); ZT_044 固定资产及清理合计 (token_overlap,0.673); ZT_044 固定资产及清理合计 (token_overlap,0.673)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00024_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00024_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00024_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:29-29:3-3""}"
REV00025,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,4,balance_sheet,无形及其他资产:,无形及其他资产,2022-12-31__期初数,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [392, 1141, 505, 1171], ""row_bbox"": [133, 1139, 1077, 1171], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000057""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00025_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00025_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00025_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:30-30:2-2""}"
REV00026,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,4,balance_sheet,无形及其他资产:,无形及其他资产,2022-12-31__期末数,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [505, 1141, 614, 1171], ""row_bbox"": [133, 1139, 1077, 1171], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000058""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00026_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00026_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00026_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:30-30:3-3""}"
REV00027,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,4,balance_sheet,其他长期资产,其他长期资产,2022-12-31__期初数,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [392, 1231, 505, 1262], ""row_bbox"": [133, 1230, 1077, 1262], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000063""]",[],[],"ZT_042 其他长期投资 (token_overlap,0.708); ZT_042 其他长期投资 (token_overlap,0.708); ZT_042 其他长期投资 (token_overlap,0.708)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00027_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00027_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00027_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:33-33:2-2""}"
REV00028,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,4,balance_sheet,其他长期资产,其他长期资产,2022-12-31__期末数,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [505, 1231, 613, 1262], ""row_bbox"": [133, 1230, 1077, 1262], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000064""]",[],[],"ZT_042 其他长期投资 (token_overlap,0.708); ZT_042 其他长期投资 (token_overlap,0.708); ZT_042 其他长期投资 (token_overlap,0.708)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00028_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00028_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00028_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:33-33:3-3""}"
REV00029,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,4,balance_sheet,无形及其他资产合计,无形及其他资产合计,2022-12-31__期初数,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0004.json,"{""cell_bbox"": [392, 1262, 505, 1291], ""row_bbox"": [133, 1260, 1077, 1292], ""table_bbox"": [133, 230, 1081, 1383]}","[""F000065""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00029_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00029_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00029_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:4:aliyun_table:0:34-34:2-2""}"
